name,platform,year_of_release,genre,rating
Onimusha: Warlords,PS2,2001,Action,M
Mario Party,N64,1998,Misc,
Call of Duty 3,X360,2006,Shooter,T
Madden NFL 12,X360,2011,Sports,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,M
Madden NFL 11,X360,2010,Sports,E
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,
Burnout 3: Takedown,PS2,2004,Racing,T
Professor Layton and the Last Specter,DS,2009,Puzzle,E10+
Mortal Kombat,GEN,1992,Fighting,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,E
Call Of Duty 2: Big Red One,PS2,2005,Shooter,T
Medal of Honor,PS,1998,Shooter,T
Skate 3,X360,2010,Sports,T
Fable,X,2004,Role-Playing,M
Guitar Hero: World Tour,X360,2008,Misc,T
Hannah Montana,DS,2006,Action,E
Tom Clancys Splinter Cell,PS2,2003,Action,T
Super Mario Bros.: The Lost Levels,NES,1986,Platform,
Need for Speed: Shift,PS3,2009,Racing,E
Star Wars: Shadows of the Empire,N64,1996,Action,
Medal of Honor Heroes,PSP,2006,Shooter,T
Final Fantasy XIII-2,PS3,2011,Role-Playing,T
Midnight Club: Street Racing,PS2,2000,Racing,T
Halo Wars,X360,2009,Strategy,T
NBA 2K12,X360,2011,Sports,E
ESPN NFL 2K5,PS2,2004,Sports,E
FIFA Soccer 10,X360,2009,Sports,E
Medal of Honor,X360,2010,Shooter,M
Pac-Man: Adventures in Time,PSP,2006,Fighting,
Harry Potter and the Chamber of Secrets,PS2,2002,Action,E
Streets of Rage,GEN,1990,Action,
God of War Collection,PS3,2009,Action,M
LEGO Star Wars: The Complete Saga,X360,2007,Action,E10+
NBA Live 2005,PS2,2004,Sports,E
FIFA Soccer 09,PS3,2008,Sports,E
Mario Strikers Charged,Wii,2007,Sports,E10+
Style Savvy,DS,2008,Simulation,E
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,T
Bloodborne,PS4,2015,Action,M
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,
Madden NFL 08,PS2,2007,Sports,E
Overwatch,PS4,2016,Shooter,T
Monster Hunter Freedom 2,PSP,2007,Role-Playing,T
Madden NFL 13,PS3,2012,Sports,E
Ghostbusters: The Video Game (DS Version),X360,2009,Action,
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,
Sonic Adventure 2 Battle,GC,2001,Platform,E
Dragon Warrior II,NES,1987,Role-Playing,
Dragon Age: Origins,X360,2009,Role-Playing,M
LittleBigPlanet,PSP,2009,Platform,E10+
Pok\xc3\xa9mon Colosseum,GC,2003,Role-Playing,E
Madden NFL 09,X360,2008,Sports,E
Space Invaders,2600,1978,Shooter,
Skylanders Giants,Wii,2012,Action,E10+
NBA 2K14,X360,2013,Sports,E
Art Academy,DS,2010,Misc,E
Crazy Taxi,PS2,2001,Racing,T
Perfect Dark,N64,2000,Action,
Dragon Warrior,NES,1986,Role-Playing,
Need for Speed (2015),PS4,2015,Racing,
Deca Sports,Wii,2008,Sports,E
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,
Mario Party 2,N64,1999,Misc,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,T
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,X,2003,Action,
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,M
Game Party,Wii,2007,Misc,E
Tomb Raider: The Last Revelation,PS,1998,Action,
Mario Party 4,GC,2002,Misc,E
Pure,X360,2008,Racing,E
Rock Band,X360,2007,Misc,T
NBA 2K13,PS3,2012,Sports,E
Saints Row: The Third,PS3,2011,Action,M
Resistance 2,PS3,2008,Shooter,M
NBA 2K15,PS4,2014,Sports,E
Midnight Club: Los Angeles,PS3,2008,Racing,T
Final Fantasy Tactics,PS,1997,Role-Playing,T
Final Fantasy V,SNES,1992,Role-Playing,
Twisted Metal 2,PS,1996,Racing,
LEGO Harry Potter: Years 1-4,Wii,2010,Action,E10+
The Sims: Bustin Out,PS2,2003,Simulation,T
Madden NFL 16,XOne,2015,Sports,E
Riven: The Sequel to Myst,PC,1997,Adventure,E
uDraw Studio,Wii,2010,Misc,E
Sonic Adventure,DC,1998,Platform,
Ice Hockey,NES,1988,Sports,
Tom Clancys Rainbow Six: Vegas 2,X360,2008,Shooter,M
Tomb Raider (2013),PS3,2013,Action,
Need for Speed Carbon: Own the City,PSP,2006,Racing,E10+
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,T
pro evolution soccer 2011,PS3,2010,Sports,E
ATV Offroad Fury,PS2,2001,Racing,E
Dino Crisis,PS,1998,Action,
Need for Speed: ProStreet,PS2,2007,Racing,E10+
Halo: Combat Evolved Anniversary,X360,2011,Shooter,M
Tetris Plus,PS,1996,Puzzle,
Pro Wrestling,NES,1987,Fighting,
Theme Hospital,PC,1997,Strategy,K-A
Froggers Adventures: Temple of the Frog,GBA,2001,Adventure,E
Madden NFL 11,PS3,2010,Sports,E
Monopoly,PC,1994,Misc,
NBA 2K17,PS4,2016,Sports,E
Guitar Hero,PS2,2005,Misc,T
WCW/nWo Revenge,N64,1998,Fighting,
The Legend of Zelda: Majoras Mask 3D,3DS,2015,Action,E10+
Far Cry: Primal,PS4,2016,Action,M
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,
Dead Island,X360,2011,Action,M
Half-Life 2,PC,2004,Shooter,M
The Incredibles,PS2,2004,Action,T
Zumba Fitness,X360,2010,Sports,E
Madden NFL 08,X360,2007,Sports,E
Tony Hawks Underground 2,PS2,2004,Sports,T
NBA 2K16,XOne,2015,Sports,E10+
Madden NFL 10,PS3,2009,Sports,E
Kirbys Dream Land 2,G,1995,Platform,
Midnight Club: Los Angeles,X360,2008,Racing,T
Donkey Kong Land II,G,1996,Platform,
Dragon Warrior Monsters,G,1998,Role-Playing,
Kinect: Disneyland Adventures,X360,2011,Misc,E10+
Guild Wars 2,PC,2012,Action,T
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,T
LEGO Indiana Jones: The Original Adventures,Wii,2008,Action,E10+
Resident Evil - Code: Veronica X,PS2,2001,Action,M
Kinect Sports: Season Two,X360,2011,Sports,E
Paper Mario: Sticker Star,3DS,2012,Role-Playing,E
Madden NFL 17,PS4,2016,Sports,E
My Fitness Coach,Wii,2008,Sports,E
Mario Tennis,N64,2000,Sports,
Grand Theft Auto,PS,1997,Action,
James Bond 007: Everything or Nothing,PS2,2004,Shooter,T
Need For Speed: High Stakes,PS,1999,Racing,E
Chrono Trigger,SNES,1995,Role-Playing,
Cool Boarders 3,PS,1998,Sports,
Tom Clancys The Division,XOne,2016,Shooter,M
Batman: Arkham Origins,PS3,2013,Action,T
WarioWare Touched!,DS,2004,Puzzle,
Yokai Watch Busters,3DS,2015,Action,
LEGO Star Wars: The Complete Saga,PS3,2007,Action,E10+
Tomb Raider II,PC,1997,Action,
Need for Speed Underground 2,X,2004,Racing,E
LEGO Harry Potter: Years 1-4,DS,2010,Action,E10+
Pro Evolution Soccer 2010,PS3,2009,Sports,E
Tom Clancys Rainbow Six: Siege,PS4,2015,Shooter,M
The Sims 3,X360,2010,Simulation,T
Mario Bros.,NES,1983,Platform,
FIFA Soccer 09,PS2,2008,Sports,E
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,E
TOCA Touring Car Championship,PS,1997,Racing,
Sonics Ultimate Genesis Collection,PS3,2009,Misc,E10+
Dead Island,PS3,2011,Action,M
Kirby: Nightmare in Dream Land,GBA,2002,Platform,E
Wario Land 4,GBA,2001,Platform,E
Madden NFL 25,X360,2013,Sports,E
Yokai Watch,3DS,2013,Role-Playing,
Gears of War 4,XOne,2016,Shooter,M
Forza Motorsport 5,XOne,2013,Racing,E
Onimusha 2: Samurais Destiny,PS2,2002,Adventure,M
Madden NFL 12,PS3,2011,Sports,E
Cool Boarders 2,PS,1997,Sports,
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,E
LEGO Marvel Super Heroes,X360,2013,Action,E10+
God of War: Ascension,PS3,2013,Action,M
Guitar Hero III: Legends of Rock,PS3,2007,Misc,T
Sonic Advance,GBA,2001,Platform,E
Assassins Creed IV: Black Flag,XOne,2013,Action,M
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,E
Just Dance Kids,Wii,2010,Misc,E
Call of Duty 3,Wii,2006,Shooter,T
New Super Luigi U,WiiU,2013,Platform,E
Dissidia: Final Fantasy,PSP,2008,Fighting,T
Spyro: Season of Ice,GBA,2001,Platform,E
Borderlands 2,PS3,2012,Shooter,M
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,
Dance Dance Revolution X2,PS2,2009,Simulation,E10+
Prince of Persia: The Sands of Time,PS2,2003,Action,T
Monster Hunter Tri,Wii,2009,Role-Playing,T
The Legend of Zelda: Links Awakening DX,G,1998,Adventure,
Resident Evil 4,Wii,2007,Action,
Star Wars: The Force Unleashed,PS3,2008,Action,T
Devil May Cry 3: Dantes Awakening Special Edition,PS2,2006,Action,
Guitar Hero II,X360,2007,Misc,T
Frogger,2600,1981,Action,
Rock Band 2,X360,2008,Misc,T
Need for Speed: Hot Pursuit,X360,2010,Racing,E10+
Pro Yakyuu Family Stadium,NES,1986,Sports,
Wario Land 3,G,2000,Platform,
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,E
Madden NFL 15,PS4,2014,Sports,E
BioShock 2,X360,2010,Shooter,M
High School Musical: Makin the Cut!,DS,2007,Puzzle,
Star Wars: Knights of the Old Republic,X,2003,Role-Playing,T
Donkey Kong Country,G,2000,Platform,
Kirbys Pinball Land,G,1992,Misc,
Pro Evolution Soccer 2012,PS3,2011,Action,E
Saints Row,X360,2006,Action,M
FIFA 15,XOne,2014,Sports,E
Yu-Gi-Oh: Duel Monsters 4,G,2000,Role-Playing,
ATV Offroad Fury 2,PS2,2002,Racing,E
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,
DriveClu,PS4,2014,Racing,E
Star Wars: Rogue Squadron,N64,1998,Simulation,
Tennis,NES,1984,Sports,
Final Fantasy XIII,X360,2010,Role-Playing,T
Skylanders SWAP Force,Wii,2013,Platform,E10+
Scribblenauts,DS,2009,Puzzle,E10+
The Sims: House Party,PC,2001,Simulation,T
Sonic Unleashed,Wii,2008,Platform,E10+
Syphon Filter 2,PS,2000,Shooter,
Pokemon Ranger,DS,2006,Role-Playing,E
Volleyball,NES,1987,Sports,
Hitman: Absolution,PS3,2012,Action,M
Dying Light,PS4,2015,Action,M
R.C. Pro-Am,NES,1988,Racing,
Mahjong,NES,1983,Misc,
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,
SimCity 2000,PC,1992,Simulation,
Demon Attack,2600,1981,Shooter,
Call of Duty: Roads to Victory,PSP,2007,Shooter,T
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,E
Dance Dance Revolution Extreme,PS2,2004,Simulation,E
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,E
Project Gotham Racing,X,2001,Racing,E
Golf,G,1989,Sports,
NBA 2K12,PS3,2011,Sports,E
Minecraft,PSV,2014,Misc,
NBA 2K14,PS3,2013,Sports,E
Battlefield: Hardline,PS4,2015,Shooter,M
Tony Hawks Pro Skater,N64,2000,Sports,
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,E
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,
Dynasty Warriors 4,PS2,2003,Action,T
Mortal Kombat,X360,2011,Fighting,M
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,
Parasite Eve,PS,1998,Role-Playing,M
Tetris DS,DS,2006,Puzzle,E
NBA 2K11,X360,2010,Action,E
Borderlands,PS3,2009,Shooter,M
Project Gotham Racing (JP weekly sales),X,2002,Action,
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,
Devil May Cry 3: Dantes Awakening,PS2,2005,Action,M
Derby Stallion,PS,1997,Sports,
Finding Nemo,PS2,2003,Action,
Dead Rising,X360,2006,Action,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,T
Tetris Worlds,PS2,2002,Puzzle,E
Final Fantasy III,DS,2006,Role-Playing,E10+
Sim Theme Park,PC,1998,Strategy,E
Madden NFL 15,X360,2014,Sports,E
Mario Party 5,GC,2003,Misc,E
Rock Band,Wii,2008,Misc,T
Warcraft: Orcs & Humans,PC,1994,Strategy,
Portal 2,X360,2011,Shooter,E10+
Mario Sports Mix,Wii,2010,Sports,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,E10+
Spec Ops: Airborne Commando,PS,2002,Shooter,
The Sims 2: Pets,DS,2006,Simulation,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,E10+
Mafia III,PS4,2016,Action,M
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,
UFC 2009 Undisputed,X360,2009,Fighting,T
Metal Gear Solid: Peace Walker,PSP,2010,Action,T
Kirbys Epic Yarn,Wii,2010,Platform,E
Wipeout: The Game,Wii,2009,Misc,E10+
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,
The Incredibles,GBA,2004,Action,E
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,E10+
R4: Ridge Racer Type 4,PS,1998,Racing,
Tom Clancys Splinter Cell: Conviction,X360,2010,Action,M
SoulCalibur II,PS2,2003,Fighting,T
Need for Speed: ProStreet,X360,2007,Racing,E10+
Sonic Mega Collection,GC,2002,Misc,E
Need For Speed: Undercover,PS3,2008,Racing,T
Toy Story 3: The Video Game,DS,2010,Action,
NBA Jam,GEN,1992,Sports,
Call of Duty 2,X360,2005,Shooter,T
Mario Party: Island Tour,3DS,2013,Misc,E
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,T
Peter Jacksons King Kong: The Official Game of the Movie,PS2,2005,Action,T
Watch Dogs 2,PS4,2016,Action,M
Need for Speed: ProStreet,PS3,2007,Racing,E10+
Donkey Kong Country,GBA,2003,Platform,E
Dance Central 2,X360,2011,Misc,T
PGR4 - Project Gotham Racing 4,X360,2007,Racing,
Battlefield 4,XOne,2013,Shooter,M
Carnival Games,DS,2008,Misc,E
1080\xc2\xb0: TenEighty Snowboarding,N64,1998,Sports,
Fire Emblem: Awakening,3DS,2012,Role-Playing,T
NBA Live 2004,PS2,2003,Sports,E
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,E10+
Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,E
Just Dance 2015,Wii,2014,Misc,E10+
Dark Souls,PS3,2011,Role-Playing,M
Just Dance 3,X360,2011,Misc,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,M
Need for Speed: The Run,PS3,2011,Action,T
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,T
Super Street Fighter II,SNES,1993,Fighting,
Dead Space,PS3,2008,Action,M
TouchMaster,DS,2007,Puzzle,E10+
Skate 3,PS3,2010,Sports,T
Tenchu: Stealth Assassins,PS,1997,Action,M
Tennis,G,1989,Sports,
Harry Potter and the Chamber of Secrets,GBA,2002,Action,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,E10+
Need for Speed Rivals,PS4,2013,Racing,E10+
SimCity,SNES,1991,Simulation,
Harry Potter and the Chamber of Secrets,PS,2002,Action,E
Spyro: Enter the Dragonfly,PS2,2002,Platform,E
Devil May Cry 2,PS2,2003,Action,M
E.T.: The Extra Terrestrial,2600,1981,Action,
Hot Shots Golf: Open Tee,PSP,2004,Sports,E10+
Soccer,NES,1985,Sports,
Rad Racer,NES,1986,Racing,
Resident Evil 6,X360,2012,Shooter,M
Forza Horizon,X360,2012,Racing,T
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,M
Crash Nitro Kart,PS2,2003,Racing,E
Grand Theft Auto: San Andreas,X,2005,Action,AO
Star Wars: Dark Forces,PC,1994,Shooter,T
NBA Street Vol. 2,PS2,2003,Sports,E
Def Jam Vendetta,PS2,2003,Fighting,T
Kirby Squeak Squad,DS,2006,Platform,E
Burnout Paradise,PS3,2008,Racing,E10+
Who wants to be a millionaire,PC,1999,Misc,E
Mortal Kombat vs. DC Universe,X360,2008,Fighting,T
The Sims 3,PS3,2010,Simulation,T
Alleyway,G,1989,Puzzle,
Scooby Doo and the Cyber Chase,PS,2001,Adventure,E
Destiny: The Taken King,PS4,2015,Shooter,T
FIFA Soccer 09,X360,2008,Sports,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,T
LittleBigPlanet 3,PS4,2014,Platform,E
Call of Duty: World at War,Wii,2008,Shooter,M
Jet Moto 2,PS,1997,Racing,
Tom Clancys Ghost Recon,PS2,2002,Shooter,M
BioShock Infinite,X360,2013,Shooter,M
X-Men Legends,PS2,2004,Role-Playing,T
Destiny,X360,2014,Shooter,T
Forza Motorsport 6,XOne,2015,Racing,E
Mortal Kombat II,SNES,1993,Fighting,
Virtua Fighter 2,SAT,1995,Fighting,
Tetris DX,G,1998,Puzzle,
The Legend of Zelda: Oracle of Ages,G,2001,Action,
Red Faction,PS2,2001,Shooter,M
The Sims: Makin Magic,PC,2003,Simulation,T
MX Unleashed,PS2,2004,Racing,E
PaRappa The Rapper,PS,1996,Misc,K-A
Guitar Hero: World Tour,PS3,2008,Misc,T
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,
Diablo III,PS3,2013,Role-Playing,M
Donkey Kong Country Returns,3DS,2013,Platform,
Need for Speed: Shift,X360,2009,Racing,E
Mario Party 3,N64,2000,Misc,
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,T
Just Cause 3,PS4,2015,Action,M
Diablo III,PS4,2014,Role-Playing,M
Tomb Raider (2013),X360,2013,Action,
Mario Super Sluggers,Wii,2008,Sports,E
Monopoly,Wii,2008,Misc,E
Madden NFL 09,PS3,2008,Sports,E
Batman: Arkham Origins,X360,2013,Action,T
Game Party 2,Wii,2008,Misc,E
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,
Mortal Kombat: Deception,PS2,2004,Fighting,M
Hot Shots Golf 2,PS,1999,Sports,
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,
Toy Story Mania!,Wii,2009,Misc,E
WCW Nitro,PS,1998,Fighting,
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,
High School Musical: Sing It!,PS2,2007,Misc,
Star Fox Adventures,GC,2002,Adventure,T
Madden NFL 25,PS3,2013,Sports,E
FIFA 2000,PS,1998,Sports,
Dynasty Warriors 3,PS2,2001,Action,T
LEGO Marvel Super Heroes,PS3,2013,Action,E10+
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,
The Legend of Zelda: Oracle of Seasons,G,2001,Adventure,
Madden NFL 06,X,2005,Sports,E
Shrek 2,PS2,2004,Platform,E
The Legend of Dragoon,PS,1999,Role-Playing,T
Turok 2: Seeds of Evil,N64,1997,Platform,
SingStar,PS2,2004,Misc,
Star Wars: The Force Unleashed,Wii,2008,Action,T
NBA Live 2002,PS2,2001,Sports,E
Chrono Cross,PS,1999,Role-Playing,T
Jak 3,PS2,2004,Platform,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,E
Pinball,NES,1984,Action,
Max Payne 3,PS3,2012,Shooter,M
Phineas and Fer,DS,2009,Action,E
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,
NCAA Football 06,PS2,2005,Sports,E
Kirby: Triple Deluxe,3DS,2014,Platform,E
Ratchet & Clank (2016),PS4,2016,Platform,
"Hey You, Pikachu!",N64,1998,Simulation,
Sonic Classic Collection,DS,2010,Platform,E
Rayman Raving Rabbids 2,Wii,2007,Misc,E10+
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,
Jet Moto,PS,1996,Racing,
GoldenEye 007 (2010),Wii,2010,Action,
Secret of Mana,SNES,1993,Role-Playing,
Air Combat,PS,1995,Simulation,
inFAMOUS 2,PS3,2011,Action,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,T
Sonic & Knuckles,GEN,1994,Platform,
Namco Museum,PS2,2001,Misc,E
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,
The Sims: Hot Date,PC,2001,Simulation,T
Demons Souls,PS3,2009,Role-Playing,M
The Orange Box,X360,2007,Shooter,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,E
Crazy Taxi,DC,2000,Racing,
Virtua Fighter 4,PS2,2002,Fighting,T
Sly 2: Band of Thieves,PS2,2004,Platform,E
Guitar Hero: World Tour,PS2,2008,Misc,T
The Evil Within,PS4,2014,Action,M
NBA 2K11,PS3,2010,Action,E
Sonic Advance 2,GBA,2002,Platform,E
Madden NFL 07,X360,2006,Sports,E
NFL GameDay 2000,PS,1999,Sports,
Metroid Prime 3: Corruption,Wii,2007,Shooter,T
Disney's The Lion King,SNES,1994,Platform,
The Elder Scrolls Online,PS4,2015,Role-Playing,
Midnight Club II,PS2,2003,Racing,T
SpongeBob SquarePants: SuperSponge,PS,2001,Action,
The Getaway: Black Monday,PS2,2004,Action,M
Madden NFL 17,XOne,2016,Sports,E
50 Cent: Bulletproof,PS2,2005,Action,M
Kirby 64: The Crystal Shards,N64,2000,Platform,
Final Fantasy II,SNES,1991,Role-Playing,
Dead or Alive 3,X,2001,Fighting,T
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,E10+
Wii Party U,WiiU,2013,Misc,E
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,E10+
High School Musical: Sing It!,Wii,2007,Misc,
Metroid II: Return of Samus,G,1991,Adventure,
WWF Attitude,PS,1998,Fighting,
UFC 2009 Undisputed,PS3,2009,Fighting,T
Call of Duty: Black Ops 3,X360,2015,Shooter,
The SpongeBob SquarePants Movie,PS2,2004,Platform,E
Golden Sun,GBA,2001,Role-Playing,E
Kid Icarus,NES,1986,Platform,
Sonic the Hedgehog 3,GEN,1994,Platform,
Def Jam: Fight for NY,PS2,2004,Fighting,M
Tom Clancys Ghost Recon,X,2002,Shooter,M
State of Emergency,PS2,2002,Action,M
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,
Fire Emblem Fates,3DS,2015,Role-Playing,
The Urbz: Sims in the City,PS2,2004,Simulation,T
Star Wars: Starfighter,PS2,2001,Simulation,T
Madden NFL 2000,PS,1998,Sports,
Star Wars: Battlefront,X,2004,Shooter,T
Pro Evolution Soccer,PS2,2001,Sports,
Just Cause 2,PS3,2010,Action,M
The Crew,PS4,2014,Racing,T
Kingdom Hearts,PS3,2013,Role-Playing,
Watch Dogs,PS3,2014,Action,M
Yoshi,NES,1991,Puzzle,
Kirbys Adventure,NES,1993,Platform,
Disney's Aladdin,SNES,1993,Platform,
FIFA Soccer 08,PS3,2007,Sports,E
Crackdown,X360,2007,Shooter,M
Dance Dance Revolution X,PS2,2008,Simulation,E10+
No Mans Sky,PS4,2016,Action,T
The Order: 1886,PS4,2015,Shooter,M
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,
Dark Souls III,PS4,2016,Role-Playing,M
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,T
Kinect Star Wars,X360,2012,Action,T
Dragons Dogma,PS3,2012,Role-Playing,M
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,T
Knack,PS4,2013,Platform,E10+
Cruisn USA,N64,1996,Racing,
Madden NFL 99,PS,1998,Sports,
SSX Tricky,PS2,2001,Sports,E
Call of Duty: Black Ops 3,PS3,2015,Shooter,
Twisted Metal III,PS,1998,Action,
Harry Potter and the Sorcerers Stone,G,2001,Action,
NBA 2K15,XOne,2014,Sports,E
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,E
Hitman: Absolution,X360,2012,Action,M
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,
Madden NFL 2005,X,2004,Sports,E
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,T
Call of Duty: Modern Warfare 3,PC,2011,Shooter,M
Dishonored,X360,2012,Action,M
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,
The Beatles: Rock Band,Wii,2009,Misc,T
Ace Combat 5: The Unsung War,PS2,2004,Simulation,T
Need for Speed Underground,X,2003,Racing,E
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,
Tetris Worlds,GBA,2001,Puzzle,E
Imagine: Teacher,DS,2008,Simulation,E
Deal or No Deal,DS,2007,Misc,E
Until Dawn,PS4,2015,Adventure,M
FIFA Soccer 10,PS2,2009,Sports,E
Portal 2,PS3,2011,Shooter,E10+
Super Puyo Puyo,SNES,1993,Puzzle,
BioShock Infinite,PS3,2013,Shooter,M
NCAA Football 07,PS2,2006,Sports,E
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,T
Ben 10: Protector of Earth,DS,2007,Action,E
Cabelas Big Game Hunter 2010,Wii,2009,Sports,T
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,M
Sonic Colors,Wii,2010,Platform,E
Jampack Winter 99,PS,1999,Misc,
WCW vs. nWo: World Tour,N64,1997,Fighting,
Game Party 3,Wii,2009,Puzzle,E
WCW/NWO Thunder,PS,1998,Fighting,
Harry Potter and the Sorcerers Stone,GBA,2001,Action,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,E
Cooking Mama 3: Shop & Chop,DS,2009,Simulation,
Need For Speed: Undercover,X360,2008,Racing,T
Personal Trainer: Math,DS,2007,Puzzle,E
Resident Evil 4,GC,2005,Action,M
